Gmt time,Open,High,Low,Close,Volume
30.08.2018 21:00:00.000,110.964,111.135,110.684,111.065,133804.34079999998
31.08.2018 21:00:00.000,111.065,111.065,111.065,111.065,0
01.09.2018 21:00:00.000,111.065,111.065,111.065,111.065,0
02.09.2018 21:00:00.000,111.064,111.188,110.850,111.035,93490.07049999999
03.09.2018 21:00:00.000,111.024,111.533,110.900,111.352,122564.39009999999
04.09.2018 21:00:00.000,111.349,111.758,111.315,111.525,124396.9508
05.09.2018 21:00:00.000,111.525,111.530,110.520,110.746,136576.1113
06.09.2018 21:00:00.000,110.746,111.247,110.380,110.969,147751.43130000003
07.09.2018 21:00:00.000,110.969,110.969,110.969,110.969,0
08.09.2018 21:00:00.000,110.969,110.969,110.969,110.969,0
09.09.2018 21:00:00.000,111.024,111.247,110.851,111.103,103627.20969999999
10.09.2018 21:00:00.000,111.103,111.641,111.063,111.626,97763.71
11.09.2018 21:00:00.000,111.625,111.649,111.116,111.254,115491.3797
12.09.2018 21:00:00.000,111.252,111.998,111.160,111.917,120747.60849999997
13.09.2018 21:00:00.000,111.917,112.168,111.753,112.054,112937.4
14.09.2018 21:00:00.000,112.054,112.054,112.054,112.054,0
15.09.2018 21:00:00.000,112.054,112.054,112.054,112.054,0
16.09.2018 21:00:00.000,112.009,112.122,111.761,111.840,83865.15969999999
17.09.2018 21:00:00.000,111.838,112.389,111.663,112.354,134385.65119999996
18.09.2018 21:00:00.000,112.354,112.447,112.161,112.276,109752.16049999998
19.09.2018 21:00:00.000,112.267,112.584,112.042,112.487,129283.43
20.09.2018 21:00:00.000,112.484,112.873,112.426,112.539,108293.96
21.09.2018 21:00:00.000,112.539,112.539,112.539,112.539,0
22.09.2018 21:00:00.000,112.539,112.539,112.539,112.539,0
23.09.2018 21:00:00.000,112.385,112.837,112.385,112.797,77508.6108
24.09.2018 21:00:00.000,112.776,112.980,112.741,112.973,94869.85000000002
25.09.2018 21:00:00.000,112.973,113.135,112.632,112.709,116093.4293
26.09.2018 21:00:00.000,112.709,113.468,112.561,113.354,103660.84980000001
27.09.2018 21:00:00.000,113.352,113.706,113.316,113.697,111242.13079999998
28.09.2018 21:00:00.000,113.697,113.697,113.697,113.697,0
29.09.2018 21:00:00.000,113.697,113.697,113.697,113.697,0
30.09.2018 21:00:00.000,113.705,114.061,113.699,113.890,102490.93049999999
01.10.2018 21:00:00.000,113.889,114.016,113.529,113.638,125629.19910000003
02.10.2018 21:00:00.000,113.625,114.541,113.520,114.532,120131.3017
03.10.2018 21:00:00.000,114.531,114.549,113.632,113.879,154188.5495
04.10.2018 21:00:00.000,113.879,114.100,113.559,113.681,137471.1591
05.10.2018 21:00:00.000,113.681,113.681,113.681,113.681,0
06.10.2018 21:00:00.000,113.681,113.681,113.681,113.681,0
07.10.2018 21:00:00.000,113.747,113.941,112.821,113.227,104728.92950000001
08.10.2018 21:00:00.000,113.227,113.392,112.870,112.949,168213.8808
09.10.2018 21:00:00.000,112.949,113.286,112.252,112.267,182196.38869999998
10.10.2018 21:00:00.000,112.268,112.535,111.833,112.158,257295.51140000002
11.10.2018 21:00:00.000,112.158,112.496,111.880,112.157,179660.97789999997
12.10.2018 21:00:00.000,112.157,112.157,112.157,112.157,0
13.10.2018 21:00:00.000,112.157,112.157,112.157,112.157,0
14.10.2018 21:00:00.000,112.133,112.235,111.625,111.764,182424.22939999995
15.10.2018 21:00:00.000,111.762,112.337,111.732,112.249,143607.35909999997
16.10.2018 21:00:00.000,112.248,112.675,112.015,112.635,153506.51040000003
17.10.2018 21:00:00.000,112.634,112.728,111.948,112.184,164174.9812
18.10.2018 21:00:00.000,112.184,112.647,112.141,112.504,172783.57000000004
19.10.2018 21:00:00.000,112.504,112.504,112.504,112.504,0
20.10.2018 21:00:00.000,112.504,112.504,112.504,112.504,0
21.10.2018 21:00:00.000,112.568,112.885,112.349,112.813,162331.97940000004
22.10.2018 21:00:00.000,112.809,112.841,111.952,112.439,190799.14849999995
23.10.2018 21:00:00.000,112.438,112.744,112.089,112.244,202734.8294
24.10.2018 21:00:00.000,112.241,112.674,111.819,112.408,187525.5405
25.10.2018 21:00:00.000,112.409,112.445,111.377,111.874,232172.78069999997
26.10.2018 21:00:00.000,111.874,111.874,111.874,111.874,0
27.10.2018 21:00:00.000,111.874,111.874,111.874,111.874,0
28.10.2018 21:00:00.000,111.854,112.563,111.776,112.353,187365.29869999998
29.10.2018 21:00:00.000,112.353,113.118,112.303,113.117,192348.4794
30.10.2018 21:00:00.000,113.117,113.383,112.805,112.938,144918.8199
31.10.2018 21:00:00.000,112.938,113.002,112.607,112.694,142571.4301
01.11.2018 21:00:00.000,112.694,113.321,112.560,113.181,157954.5711
02.11.2018 21:00:00.000,113.181,113.181,113.181,113.181,0
03.11.2018 21:00:00.000,113.181,113.181,113.181,113.181,0
04.11.2018 22:00:00.000,113.147,113.336,113.075,113.189,118344.52980000002
05.11.2018 22:00:00.000,113.188,113.504,113.101,113.418,113203.13999999997
06.11.2018 22:00:00.000,113.418,113.817,112.946,113.491,176480.5898
07.11.2018 22:00:00.000,113.491,114.087,113.474,114.064,131074.4387
08.11.2018 22:00:00.000,114.064,114.082,113.638,113.772,135979.7704
09.11.2018 22:00:00.000,113.772,113.772,113.772,113.772,0
10.11.2018 22:00:00.000,113.772,113.772,113.772,113.772,0
11.11.2018 22:00:00.000,113.803,114.205,113.661,113.833,142515.9615
12.11.2018 22:00:00.000,113.832,114.146,113.581,113.803,169396.13150000002
13.11.2018 22:00:00.000,113.803,114.007,113.297,113.611,177305.19959999996
14.11.2018 22:00:00.000,113.611,113.706,113.098,113.621,187970.55
15.11.2018 22:00:00.000,113.624,113.638,112.643,112.811,151144.50019999998
16.11.2018 22:00:00.000,112.811,112.811,112.811,112.811,0
17.11.2018 22:00:00.000,112.811,112.811,112.811,112.811,0
18.11.2018 22:00:00.000,112.756,112.873,112.419,112.546,137532.3685
19.11.2018 22:00:00.000,112.548,112.839,112.304,112.754,158810.7215
20.11.2018 22:00:00.000,112.751,113.148,112.644,113.051,126785.3707
21.11.2018 22:00:00.000,113.051,113.200,112.884,112.931,100884.7409
22.11.2018 22:00:00.000,112.931,113.009,112.661,112.941,103690.5
23.11.2018 22:00:00.000,112.941,112.941,112.941,112.941,0
24.11.2018 22:00:00.000,112.941,112.941,112.941,112.941,0
25.11.2018 22:00:00.000,112.905,113.650,112.877,113.579,124710.83989999998
26.11.2018 22:00:00.000,113.566,113.843,113.414,113.776,117306.90080000002
27.11.2018 22:00:00.000,113.774,114.036,113.439,113.675,117221.64019999998
28.11.2018 22:00:00.000,113.674,113.681,113.191,113.480,119103.96080000002
29.11.2018 22:00:00.000,113.480,113.717,113.317,113.437,115355.85949999998
30.11.2018 22:00:00.000,113.437,113.437,113.437,113.437,0
01.12.2018 22:00:00.000,113.437,113.437,113.437,113.437,0
02.12.2018 22:00:00.000,113.659,113.821,113.375,113.647,123244.23980000001
03.12.2018 22:00:00.000,113.645,113.659,112.575,112.755,158523.5616
04.12.2018 22:00:00.000,112.752,113.241,112.649,113.187,90925.54119999999
05.12.2018 22:00:00.000,113.187,113.211,112.236,112.659,205154.49060000005
06.12.2018 22:00:00.000,112.659,112.927,112.553,112.689,169012.6607
